latitude,longitude,tile_x,tile_y,tile_z,road_name,Status
43.7310911,7.4268008,34120,23898,16,,
43.7308073,7.425377,34119,23898,16,,
43.7308364,7.4253413,34119,23898,16,,
43.7390142,7.4202449,34118,23896,16,Rue Bel Respiro,
43.7390273,7.4202947,34118,23896,16,Rue Bel Respiro,
43.7392279,7.4200859,34118,23896,16,Escalier de la Peirera,
43.7388879,7.4203146,34118,23896,16,Escalier de la Peirera,
43.7388289,7.4203394,34118,23896,16,Escalier de la Peirera,
43.7388206,7.4203343,34118,23896,16,Escalier de la Peirera,
43.738815,7.4203248,34118,23896,16,Escalier de la Peirera,
43.738802,7.4202849,34118,23896,16,Escalier de la Peirera,
43.7378674,7.4264312,34119,23896,16,Avenue de Monte-Carlo,
43.7378925,7.4266758,34119,23896,16,Avenue de Monte-Carlo,
43.7379293,7.4264115,34119,23896,16,,
43.7378079,7.426452,34119,23896,16,,
43.7379224,7.4266246,34119,23896,16,Avenue Princesse Alice,
43.7379386,7.4266749,34119,23896,16,Avenue Princesse Alice,
43.7378333,7.4262217,34119,23896,16,Avenue d'Ostende,
43.7377956,7.4260179,34119,23896,16,Avenue d'Ostende,
43.7377731,7.4259193,34119,23896,16,Avenue d'Ostende,
43.7377526,7.4258405,34119,23896,16,Avenue d'Ostende,
43.7377195,7.4257385,34119,23896,16,Avenue d'Ostende,
43.7376877,7.4256495,34119,23896,16,Avenue d'Ostende,
43.7376564,7.4255617,34119,23896,16,Avenue d'Ostende,
43.7308906,7.4160071,34118,23898,16,Avenue de Fontvieille,
43.7311373,7.41643,34118,23898,16,Avenue de Fontvieille,
43.7313305,7.4168176,34118,23898,16,Avenue de Fontvieille,
43.7314204,7.4170664,34118,23897,16,Avenue de Fontvieille,
43.7314391,7.417118,34118,23897,16,Avenue de Fontvieille,
43.7314765,7.4171888,34118,23897,16,Avenue de Fontvieille,
43.7307906,7.4158156,34118,23898,16,Avenue de Fontvieille,
43.7303643,7.4151193,34117,23898,16,Avenue de Fontvieille,
43.7299248,7.4143675,34117,23898,16,Avenue de Fontvieille,
43.7297357,7.4140352,34117,23898,16,Avenue de Fontvieille,
43.7296591,7.4138855,34117,23898,16,Avenue de Fontvieille,
43.7420234,7.4268924,34120,23895,16,,
43.7420432,7.4268659,34120,23895,16,,
43.7420077,7.4269135,34120,23895,16,,
43.7419454,7.4268229,34120,23895,16,Avenue Saint-Charles,
43.7418735,7.4267865,34120,23895,16,Avenue Saint-Charles,
43.7418214,7.426788,34120,23895,16,Avenue Saint-Charles,
43.7422541,7.428742,34120,23895,16,Passage Grana,
43.7423715,7.4286722,34120,23895,16,Passage Grana,
43.7423789,7.4286075,34120,23895,16,Passage Grana,
43.7296762,7.4240832,34119,23898,16,,
43.7296288,7.4238058,34119,23898,16,,
43.7297059,7.424152,34119,23898,16,,
43.7296647,7.4241036,34119,23898,16,,
43.7296484,7.4241202,34119,23898,16,,
43.729598,7.4241906,34119,23898,16,,
43.7296736,7.4241704,34119,23898,16,,
43.7296917,7.4241592,34119,23898,16,,
43.7298337,7.4221501,34119,23898,16,Ruelle Sainte-Barbe,
43.7298772,7.4220158,34119,23898,16,Ruelle Sainte-Barbe,
43.7299112,7.4219577,34119,23898,16,Ruelle Sainte-Barbe,
43.730022,7.4218598,34119,23898,16,Ruelle Sainte-Barbe,
43.7301782,7.4216699,34119,23898,16,Ruelle Sainte-Barbe,
43.7302382,7.421484,34119,23898,16,Ruelle Sainte-Barbe,
43.7302687,7.4213496,34119,23898,16,Ruelle Sainte-Barbe,
43.730283,7.4212639,34118,23898,16,Ruelle Sainte-Barbe,
43.7303075,7.4210911,34118,23898,16,Ruelle Sainte-Barbe,
43.7303037,7.4210285,34118,23898,16,Ruelle Sainte-Barbe,
43.7298507,7.4221806,34119,23898,16,,
43.7298621,7.422245,34119,23898,16,,
43.7298273,7.4221863,34119,23898,16,,
43.7298388,7.4222609,34119,23898,16,,
43.7297961,7.4221801,34119,23898,16,,
43.7297392,7.4223588,34119,23898,16,,
43.7297013,7.4226276,34119,23898,16,,
43.7303211,7.424621,34119,23898,16,,
43.7302248,7.4245328,34119,23898,16,,
43.7302868,7.4245123,34119,23898,16,,
43.7302751,7.4244778,34119,23898,16,,
43.7302598,7.424449,34119,23898,16,,
43.730235,7.4244172,34119,23898,16,,
43.7302003,7.4243771,34119,23898,16,,
43.7301796,7.4243385,34119,23898,16,,
43.7301681,7.4242963,34119,23898,16,,
43.7301525,7.4242618,34119,23898,16,,
43.7301343,7.4242349,34119,23898,16,,
43.7300086,7.4240851,34119,23898,16,,
43.73047,7.4248594,34119,23898,16,Avenue Saint-Martin,
43.7304906,7.4248981,34119,23898,16,Avenue Saint-Martin,
43.7306,7.4250514,34119,23898,16,Avenue Saint-Martin,
43.7306952,7.4249566,34119,23898,16,Avenue Saint-Martin,
43.7307073,7.4251047,34119,23898,16,Avenue Saint-Martin,
43.7296969,7.422627,34119,23898,16,,
43.7296921,7.4226234,34119,23898,16,,
43.7296887,7.4226146,34119,23898,16,,
43.7296863,7.4225989,34119,23898,16,,
43.7296825,7.4224524,34119,23898,16,,
43.7296843,7.4223806,34119,23898,16,,
43.7296791,7.4223743,34119,23898,16,,
43.7297066,7.422769,34119,23898,16,,
43.7297145,7.4228209,34119,23898,16,,
43.7297359,7.4229249,34119,23898,16,,
43.7297343,7.4229732,34119,23898,16,,
43.7297238,7.4230229,34119,23898,16,,
43.7296183,7.4237141,34119,23898,16,,
43.7296065,7.4234829,34119,23898,16,,
43.7296158,7.4232158,34119,23898,16,,
43.7296317,7.423153,34119,23898,16,,
43.7296706,7.423858,34119,23898,16,,
43.7297203,7.4238981,34119,23898,16,,
43.7297706,7.4239217,34119,23898,16,,
43.7296633,7.4230782,34119,23898,16,,
43.7296309,7.4229234,34119,23898,16,,
43.7296146,7.4227395,34119,23898,16,,
43.7296049,7.4226516,34119,23898,16,,
43.7296206,7.4225896,34119,23898,16,,
43.7296395,7.4225133,34119,23898,16,,
43.7296482,7.4224477,34119,23898,16,,
43.7296739,7.422378,34119,23898,16,,
43.7298211,7.4242397,34119,23898,16,,
43.729854,7.4241889,34119,23898,16,,
43.7298077,7.4242809,34119,23898,16,,
43.7297731,7.4242031,34119,23898,16,,
43.7297596,7.4241922,34119,23898,16,,
43.729897,7.4243256,34119,23898,16,,
43.7300934,7.4244125,34119,23898,16,,
43.7287424,7.4123698,34117,23898,16,,
43.7287273,7.4123423,34117,23898,16,,
43.7287069,7.4123224,34117,23898,16,,
43.7286832,7.4123118,34117,23898,16,,
43.7265366,7.4204048,34118,23899,16,,
43.7265263,7.4203876,34118,23899,16,,
43.7265406,7.4205136,34118,23899,16,,
43.7265833,7.4205694,34118,23899,16,,
43.7253044,7.4187538,34118,23899,16,Jetée de Cap d'Ail,
43.7251553,7.4185532,34118,23899,16,Jetée de Cap d'Ail,
43.7253085,7.418801,34118,23899,16,Avenue des Ligures,
43.7253328,7.4188298,34118,23899,16,Avenue des Ligures,
43.7253577,7.4188332,34118,23899,16,Avenue des Ligures,
43.7253728,7.4188291,34118,23899,16,Avenue des Ligures,
43.7292124,7.4171036,34118,23898,16,Galerie Princesse Stéphanie,
43.7292068,7.4171632,34118,23898,16,Galerie Princesse Stéphanie,
43.7292133,7.4174404,34118,23898,16,Galerie Princesse Stéphanie,
43.7292335,7.4174605,34118,23898,16,Galerie Princesse Stéphanie,
43.729303,7.4174937,34118,23898,16,Galerie Princesse Stéphanie,
43.729333,7.4175198,34118,23898,16,Galerie Princesse Stéphanie,
43.7293458,7.4175662,34118,23898,16,Galerie Princesse Stéphanie,
43.7293047,7.4171448,34118,23898,16,,
43.7295061,7.4171134,34118,23898,16,,
43.7295198,7.4169159,34118,23898,16,,
43.7295861,7.4168511,34118,23898,16,,
43.7296468,7.4168465,34118,23898,16,,
43.7297435,7.416832,34118,23898,16,,
43.7291468,7.4169604,34118,23898,16,,
43.7291111,7.4169582,34118,23898,16,,
43.7290668,7.4170055,34118,23898,16,,
43.7289207,7.4170408,34118,23898,16,,
43.7287182,7.4171287,34118,23898,16,,
43.7285684,7.4171745,34118,23898,16,,
43.7283408,7.4172708,34118,23898,16,,
43.7282412,7.4172396,34118,23898,16,,
43.7323654,7.4188525,34118,23897,16,,
43.7323116,7.4189388,34118,23897,16,,
43.732378,7.4188715,34118,23897,16,Boulevard Charles III,
43.732408,7.4189051,34118,23897,16,Boulevard Charles III,
43.7323813,7.4188273,34118,23897,16,,
43.732406,7.4187999,34118,23897,16,,
43.7324258,7.4187865,34118,23897,16,,
43.7341757,7.4174993,34118,23897,16,,
43.7341428,7.4173435,34118,23897,16,,
43.7341414,7.4173001,34118,23897,16,,
43.7281547,7.4214243,34119,23898,16,,
43.7281835,7.4215127,34119,23898,16,,
43.7281457,7.4213904,34119,23898,16,,
43.7281448,7.4214318,34119,23898,16,Quai Jean-Charles Rey,
43.7279198,7.4216153,34119,23898,16,Quai Jean-Charles Rey,
43.7277799,7.421753,34119,23898,16,Quai Jean-Charles Rey,
43.7276419,7.4219437,34119,23898,16,Quai Jean-Charles Rey,
43.7285892,7.4124008,34117,23898,16,,
43.7285877,7.4124354,34117,23898,16,,
43.7285939,7.4124691,34117,23898,16,,
43.7286071,7.4124987,34117,23898,16,,
43.728707,7.4125268,34117,23898,16,,
43.7288062,7.4125659,34117,23898,16,,
43.7288654,7.412593,34117,23898,16,,
43.7289979,7.4126642,34117,23898,16,,
43.7290454,7.4126882,34117,23898,16,,
43.7291332,7.4127488,34117,23898,16,,
43.7292053,7.4128042,34117,23898,16,,
43.7292666,7.4128449,34117,23898,16,,
43.7293096,7.4128701,34117,23898,16,,
43.7293619,7.4128925,34117,23898,16,,
43.7294847,7.4129444,34117,23898,16,,
43.7295886,7.4129686,34117,23898,16,,
43.7287306,7.4125039,34117,23898,16,,
43.7287447,7.4124733,34117,23898,16,,
43.7287537,7.4124375,34117,23898,16,,
43.7262752,7.4173937,34118,23899,16,Avenue des Ligures,
43.7261424,7.4175843,34118,23899,16,Avenue des Ligures,
43.72636,7.4173167,34118,23899,16,Avenue des Ligures,
43.7263037,7.4174404,34118,23899,16,,
43.7262322,7.4173432,34118,23899,16,,
43.7417215,7.4305403,34120,23895,16,,
43.7418634,7.4305272,34120,23895,16,Avenue Princesse Grace,
43.7419513,7.4305378,34120,23895,16,Avenue Princesse Grace,
43.7421873,7.4305575,34120,23895,16,Avenue Princesse Grace,
43.7417342,7.4304555,34120,23895,16,,
43.7417403,7.4303971,34120,23895,16,,
43.7417495,7.4303605,34120,23895,16,,
43.7292085,7.4105039,34117,23898,16,,
43.7291729,7.410482,34117,23898,16,,
43.729143,7.410447,34117,23898,16,,
43.7292023,7.4105206,34117,23898,16,Rond-Point de l'Hopital,
43.7291991,7.4105388,34117,23898,16,Rond-Point de l'Hopital,
43.7291989,7.4105574,34117,23898,16,Rond-Point de l'Hopital,
43.7292018,7.4105756,34117,23898,16,Rond-Point de l'Hopital,
43.7293128,7.4105187,34117,23898,16,Rond-Point de l'Hopital,
43.7293079,7.4105056,34117,23898,16,Rond-Point de l'Hopital,
43.7293015,7.410494,34117,23898,16,Rond-Point de l'Hopital,
43.7292936,7.410484,34117,23898,16,Rond-Point de l'Hopital,
43.7292845,7.4104761,34117,23898,16,Rond-Point de l'Hopital,
43.7292746,7.4104707,34117,23898,16,Rond-Point de l'Hopital,
43.7292641,7.4104678,34117,23898,16,Rond-Point de l'Hopital,
43.7293442,7.4104957,34117,23898,16,Avenue Pasteur,
43.7293713,7.4104824,34117,23898,16,Avenue Pasteur,
43.7294012,7.4104827,34117,23898,16,Avenue Pasteur,
43.7294396,7.4105023,34117,23898,16,Avenue Pasteur,
43.7296228,7.4107129,34117,23898,16,Avenue Pasteur,
43.7297949,7.4109297,34117,23898,16,Avenue Pasteur,
43.7299984,7.4111433,34117,23898,16,Avenue Pasteur,
43.7300147,7.4111984,34117,23898,16,Avenue Pasteur,
43.7300138,7.4112568,34117,23898,16,Avenue Pasteur,
43.7299914,7.4113041,34117,23898,16,Avenue Pasteur,
43.7299382,7.4113633,34117,23898,16,Avenue Pasteur,
43.7299175,7.4114624,34117,23898,16,Avenue Pasteur,
43.729919,7.4115683,34117,23898,16,Avenue Pasteur,
43.7302595,7.4124732,34117,23898,16,Avenue Pasteur,
43.7303134,7.412553,34117,23898,16,Avenue Pasteur,
43.7303895,7.4125693,34117,23898,16,Avenue Pasteur,
43.7304623,7.4125537,34117,23898,16,Avenue Pasteur,
43.7305612,7.4125505,34117,23898,16,Avenue Pasteur,
43.7306333,7.4125685,34117,23898,16,Avenue Pasteur,
43.7306851,7.4126341,34117,23898,16,Avenue Pasteur,
43.7307014,7.4126765,34117,23898,16,Avenue Pasteur,
43.729734,7.4166703,34118,23898,16,,
43.7297983,7.4166821,34118,23898,16,Avenue Albert II,
43.7298158,7.4167432,34118,23898,16,Avenue Albert II,
43.7266131,7.4191501,34118,23899,16,,
43.7265134,7.4192969,34118,23899,16,,
43.7264405,7.419366,34118,23899,16,,
43.7263533,7.4193722,34118,23899,16,,
43.7296438,7.4164568,34118,23898,16,Avenue Albert II,
43.7296195,7.4164932,34118,23898,16,,
43.7266893,7.4200955,34118,23899,16,,
43.7267052,7.4201443,34118,23899,16,,
43.7267363,7.4201814,34118,23899,16,,
43.7276456,7.4187487,34118,23898,16,Avenue des Guelfes,
43.7276133,7.4187379,34118,23898,16,Avenue des Guelfes,
43.7275788,7.418721,34118,23898,16,Avenue des Guelfes,
43.7276608,7.4187644,34118,23898,16,,
43.727646,7.4187812,34118,23898,16,,
43.7276368,7.4188044,34118,23898,16,,
43.7276343,7.4188306,34118,23898,16,,
43.727639,7.4188563,34118,23898,16,,
43.7276502,7.4188777,34118,23898,16,,
43.7292533,7.4104675,34117,23898,16,Rond-Point de l'Hopital,
43.7292427,7.41047,34117,23898,16,Rond-Point de l'Hopital,
43.7292326,7.4104751,34117,23898,16,Rond-Point de l'Hopital,
43.7292233,7.4104826,34117,23898,16,Rond-Point de l'Hopital,
43.7292152,7.4104923,34117,23898,16,Rond-Point de l'Hopital,
43.7292478,7.4104317,34117,23898,16,,
43.7292074,7.4103807,34117,23898,16,,
43.7291583,7.4103118,34117,23898,16,,
43.7291395,7.4102442,34116,23898,16,,
43.7291401,7.4101653,34116,23898,16,,
43.7303857,7.4218743,34119,23898,16,Rue Colonel Bellando de Castro,
43.7302481,7.4219881,34119,23898,16,Rue Colonel Bellando de Castro,
43.7301138,7.4221307,34119,23898,16,Rue Colonel Bellando de Castro,
43.7304025,7.4219265,34119,23898,16,,
43.7305172,7.4219719,34119,23898,16,,
43.7305227,7.4219736,34119,23898,16,,
43.7306135,7.4220023,34119,23898,16,,
43.7313961,7.4158798,34118,23898,16,Tunnel Rainier III,
43.731393,7.4158541,34118,23898,16,Tunnel Rainier III,
43.7313938,7.4158272,34118,23898,16,Tunnel Rainier III,
43.7314126,7.4157796,34118,23898,16,Tunnel Rainier III,
43.7314239,7.4157369,34117,23897,16,Tunnel Rainier III,
43.7278916,7.4186742,34118,23898,16,,
43.7279531,7.4187182,34118,23898,16,Avenue des Papalins,
43.7280654,7.4186535,34118,23898,16,Avenue des Papalins,
43.7281517,7.4185546,34118,23898,16,Avenue des Papalins,
43.7308094,7.4129594,34117,23898,16,Avenue Pasteur,
43.7310492,7.41298,34117,23898,16,,
43.7308183,7.4130298,34117,23898,16,,
43.7308493,7.4131344,34117,23898,16,,
43.7310822,7.4146131,34117,23898,16,,
43.7310932,7.4147079,34117,23898,16,,
43.7311039,7.414814,34117,23898,16,,
43.7311188,7.4148714,34117,23898,16,,
43.7311362,7.4149137,34117,23898,16,,
43.731162,7.4149622,34117,23898,16,,
43.7311914,7.4149955,34117,23898,16,,
43.731246,7.4150392,34117,23898,16,,
43.7312661,7.415046,34117,23898,16,,
43.7266442,7.4205873,34118,23899,16,,
43.7266808,7.4205314,34118,23899,16,,
43.7267233,7.4204493,34118,23899,16,,
43.727685,7.4188971,34118,23898,16,Avenue des Papalins,
43.727676,7.4189486,34118,23898,16,Avenue des Papalins,
43.7277013,7.4188936,34118,23898,16,,
43.727716,7.418883,34118,23898,16,,
43.7277274,7.4188665,34118,23898,16,,
43.7277345,7.4188459,34118,23898,16,,
43.7277364,7.4188232,34118,23898,16,,
43.7265428,7.4207591,34118,23899,16,,
43.7267032,7.420989,34118,23899,16,,
43.7267587,7.4211035,34118,23899,16,,
43.7270403,7.421685,34119,23899,16,,
43.7279098,7.4236422,34119,23898,16,Quai Jean-Charles Rey,
43.7279283,7.4236846,34119,23898,16,Quai Jean-Charles Rey,
43.7279514,7.4237352,34119,23898,16,Quai Jean-Charles Rey,
43.7279313,7.4237528,34119,23898,16,Quai Jean-Charles Rey,
43.7279193,7.4237243,34119,23898,16,Quai Jean-Charles Rey,
43.7278903,7.423748,34119,23898,16,Quai Jean-Charles Rey,
43.727452,7.4225226,34119,23898,16,,
43.7274596,7.4224467,34119,23898,16,,
43.7275119,7.4223124,34119,23898,16,,
43.7276553,7.4220544,34119,23898,16,,
43.7273835,7.4225774,34119,23899,16,,
43.7273766,7.4225388,34119,23899,16,,
43.7273825,7.422358,34119,23899,16,,
43.7273211,7.4222359,34119,23899,16,,
43.7333004,7.421812,34119,23897,16,Boulevard Albert 1er,
43.7333746,7.42178,34119,23897,16,Boulevard Albert 1er,
43.7334401,7.421753,34119,23897,16,Boulevard Albert 1er,
43.7335478,7.4217145,34119,23897,16,Boulevard Albert 1er,
43.7335584,7.4217098,34119,23897,16,Boulevard Albert 1er,
43.7386045,7.4281552,34120,23896,16,Place de l'Opéra,
43.7385979,7.4281305,34120,23896,16,Place de l'Opéra,
43.7385976,7.4281042,34120,23896,16,Place de l'Opéra,
43.7386036,7.4280792,34120,23896,16,Place de l'Opéra,
43.7386121,7.4280638,34120,23896,16,Place de l'Opéra,
43.7386326,7.4281894,34120,23896,16,Place de l'Opéra,
43.7386512,7.428195,34120,23896,16,Place de l'Opéra,
43.73867,7.428192,34120,23896,16,Place de l'Opéra,
43.7386871,7.4281805,34120,23896,16,Place de l'Opéra,
43.7387006,7.428162,34120,23896,16,Place de l'Opéra,
43.7387089,7.4281383,34120,23896,16,Place de l'Opéra,
43.7387111,7.4281129,34120,23896,16,Place de l'Opéra,
43.7387074,7.4280878,34120,23896,16,Place de l'Opéra,
43.738698,7.4280656,34120,23896,16,Place de l'Opéra,
43.738684,7.4280488,34120,23896,16,Place de l'Opéra,
43.7291648,7.4105622,34117,23898,16,,
43.7291125,7.4105432,34117,23898,16,,
43.7292067,7.4105906,34117,23898,16,Rond-Point de l'Hopital,
43.7292137,7.4106039,34117,23898,16,Rond-Point de l'Hopital,
43.7292242,7.4106167,34117,23898,16,Rond-Point de l'Hopital,
43.7292365,7.4106257,34117,23898,16,Rond-Point de l'Hopital,
43.72925,7.4106305,34117,23898,16,Rond-Point de l'Hopital,
43.7292644,7.4106307,34117,23898,16,Rond-Point de l'Hopital,
43.7320769,7.4183455,34118,23897,16,Boulevard Charles III,
43.732038,7.4182711,34118,23897,16,Boulevard Charles III,
43.7321121,7.4184147,34118,23897,16,Boulevard Charles III,
43.7322358,7.4186383,34118,23897,16,Boulevard Charles III,
43.7322719,7.4186866,34118,23897,16,Boulevard Charles III,
43.7318525,7.4178089,34118,23897,16,,
43.7318859,7.4177694,34118,23897,16,,
43.7318119,7.4176953,34118,23897,16,Boulevard Charles III,
43.7318526,7.4178388,34118,23897,16,Tunnel de Serravalle,
43.7318487,7.4178998,34118,23897,16,Tunnel de Serravalle,
43.7318563,7.4179411,34118,23897,16,Tunnel de Serravalle,
43.7318861,7.4180351,34118,23897,16,Tunnel de Serravalle,
43.7319073,7.4181335,34118,23897,16,Tunnel de Serravalle,
43.7319223,7.4182804,34118,23897,16,Tunnel de Serravalle,
43.731923,7.4183295,34118,23897,16,Tunnel de Serravalle,
43.7319103,7.4179676,34118,23897,16,Boulevard Charles III,
43.7319727,7.4181228,34118,23897,16,Boulevard Charles III,
43.733058,7.4250869,34119,23897,16,,
43.7330294,7.4251472,34119,23897,16,Quai Antoine 1er,
43.7330313,7.4251814,34119,23897,16,Quai Antoine 1er,
43.7330238,7.4252115,34119,23897,16,Quai Antoine 1er,
43.7329372,7.4254244,34119,23897,16,Quai Antoine 1er,
43.7329262,7.4254639,34119,23897,16,Quai Antoine 1er,
43.7329225,7.4255008,34119,23897,16,Quai Antoine 1er,
43.7329239,7.4255313,34119,23897,16,Quai Antoine 1er,
43.7329763,7.4257916,34119,23897,16,Quai Antoine 1er,
43.7331734,7.4267295,34119,23897,16,Quai Antoine 1er,
43.7323416,7.4178064,34118,23897,16,Rue du Rocher,
43.7323215,7.4178574,34118,23897,16,Rue du Rocher,
43.7320135,7.4175692,34118,23897,16,Rue de la Colle,
43.7319944,7.4175544,34118,23897,16,Rue de la Colle,
43.7491984,7.43731,34121,23893,16,Rond-Point du Sporting,
43.7491894,7.4372802,34121,23893,16,Rond-Point du Sporting,
43.749182,7.4372672,34121,23893,16,Rond-Point du Sporting,
43.7491569,7.437244,34121,23893,16,Rond-Point du Sporting,
43.7428351,7.4305032,34120,23895,16,Avenue Princesse Grace,
43.742754,7.4304898,34120,23895,16,Avenue Princesse Grace,
43.7313189,7.4242846,34119,23898,16,Rue Princesse Marie de Lorraine,
43.7314759,7.4247974,34119,23897,16,,
43.7314386,7.4248199,34119,23897,16,,
43.731388,7.4248587,34119,23898,16,,
43.7313365,7.4248826,34119,23898,16,,
43.7313258,7.4248917,34119,23898,16,,
43.7473934,7.4343823,34121,23893,16,,
43.747477,7.4345387,34121,23893,16,,
43.7473333,7.4342453,34121,23893,16,,
43.7473168,7.4342021,34121,23893,16,,
43.7473123,7.4341737,34121,23893,16,,
43.7473392,7.4341117,34121,23893,16,,
43.7325551,7.4270858,34120,23897,16,,
43.7326238,7.4270827,34120,23897,16,,
43.7325343,7.427186,34120,23897,16,Avenue de la Porte Neuve,
43.7324842,7.4272506,34120,23897,16,Avenue de la Porte Neuve,
43.7324382,7.4272752,34120,23897,16,Avenue de la Porte Neuve,
43.7325406,7.4269767,34120,23897,16,Avenue de la Porte Neuve,
43.7494139,7.4382636,34122,23893,16,,
43.7493923,7.4382417,34122,23893,16,,
43.7493707,7.4382282,34122,23893,16,,
43.7493454,7.4382269,34122,23893,16,,
43.7493201,7.4382326,34122,23893,16,,
43.7493929,7.4382171,34122,23893,16,Avenue Princesse Grace,
43.7493803,7.4381713,34122,23893,16,Avenue Princesse Grace,
43.7493736,7.4380717,34122,23893,16,Avenue Princesse Grace,
43.749374,7.4379963,34122,23893,16,Avenue Princesse Grace,
43.7493747,7.43787,34122,23893,16,Avenue Princesse Grace,
43.749366,7.4378074,34122,23893,16,Avenue Princesse Grace,
43.7493487,7.4377023,34121,23893,16,Avenue Princesse Grace,
43.7493036,7.4375678,34121,23893,16,Avenue Princesse Grace,
43.7492664,7.4374722,34121,23893,16,Avenue Princesse Grace,
43.7483892,7.4354656,34121,23893,16,Avenue Princesse Grace,
43.7486222,7.4358598,34121,23893,16,,
43.749064,7.4371342,34121,23893,16,,
43.7490329,7.4371732,34121,23893,16,,
43.7491094,7.4370913,34121,23893,16,,
43.749077,7.4371771,34121,23893,16,Avenue Princesse Grace,
43.7490796,7.4372226,34121,23893,16,Avenue Princesse Grace,
43.7490771,7.4372796,34121,23893,16,Avenue Princesse Grace,
43.7452904,7.4307513,34120,23894,16,Boulevard du Larvotto,
43.7388357,7.4194072,34118,23896,16,Avenue d'Alsace,
43.7512288,7.437955,34122,23893,16,,
43.7511491,7.4379898,34122,23893,16,Boulevard d'Italie,
43.7510806,7.4379802,34122,23893,16,Boulevard d'Italie,
43.7509694,7.4379371,34122,23893,16,Boulevard d'Italie,
43.7508588,7.4378713,34122,23893,16,Boulevard d'Italie,
43.750736,7.4377734,34122,23893,16,Boulevard d'Italie,
43.7504851,7.4375343,34121,23893,16,Boulevard d'Italie,
43.7504013,7.4374624,34121,23893,16,Boulevard d'Italie,
43.7512149,7.4380303,34122,23893,16,,
43.7511985,7.4380782,34122,23893,16,,
43.7511766,7.4381522,34122,23893,16,,
43.7450893,7.4318299,34120,23894,16,Avenue Princesse Grace,
43.730679,7.426393,34119,23898,16,,
43.730662,7.4265224,34119,23898,16,,
43.7306203,7.4267236,34119,23898,16,,
43.731288,7.4275564,34120,23898,16,,
43.7315817,7.4276463,34120,23897,16,,
43.7317556,7.4276919,34120,23897,16,,
43.7317915,7.4276584,34120,23897,16,,
43.7307153,7.4263139,34119,23898,16,,
43.7307328,7.4262857,34119,23898,16,,
43.7307449,7.4263012,34119,23898,16,,
43.7307361,7.4263132,34119,23898,16,,
43.7307303,7.4263052,34119,23898,16,,
43.7307347,7.4264266,34119,23898,16,,
43.7307619,7.4263922,34119,23898,16,,
43.7308597,7.4262629,34119,23898,16,,
43.7311609,7.4259245,34119,23898,16,,
43.7311777,7.4259511,34119,23898,16,,
43.7311709,7.4259594,34119,23898,16,,
43.7476853,7.434696,34121,23893,16,Avenue Princesse Grace,
43.7483757,7.4352433,34121,23893,16,,
43.748443,7.4351766,34121,23893,16,,
43.7337991,7.4290575,34120,23897,16,,
43.7343582,7.4296855,34120,23897,16,,
43.734381,7.4296945,34120,23897,16,,
43.7344022,7.4296887,34120,23897,16,,
43.7344182,7.4296714,34120,23897,16,,
43.7344607,7.4295985,34120,23897,16,,
43.7333887,7.428587,34120,23897,16,,
43.7333481,7.4285365,34120,23897,16,,
43.733313,7.4284783,34120,23897,16,,
43.7332844,7.4284138,34120,23897,16,,
43.7332629,7.4283443,34120,23897,16,,
43.7332487,7.4282712,34120,23897,16,,
43.7332423,7.428196,34120,23897,16,,
43.7332438,7.4281204,34120,23897,16,,
43.7332532,7.4280458,34120,23897,16,,
43.7332581,7.4279876,34120,23897,16,,
43.7332569,7.4279148,34120,23897,16,,
43.7332453,7.4278571,34120,23897,16,,
43.7332271,7.4278012,34120,23897,16,,
43.733198,7.4277475,34120,23897,16,,
43.733157,7.4276933,34120,23897,16,,
43.7331147,7.4276483,34120,23897,16,,
43.7331031,7.4276362,34120,23897,16,,
43.7338279,7.4290612,34120,23897,16,,
43.7338557,7.4290583,34120,23897,16,,
43.7339029,7.4290317,34120,23897,16,,
43.7339747,7.4289837,34120,23897,16,,
43.7517526,7.4377449,34122,23892,16,,
43.7517136,7.4377112,34121,23892,16,,
43.751697,7.4376786,34121,23892,16,,
43.7516852,7.4376482,34121,23892,16,,
43.7516802,7.4376123,34121,23892,16,,
43.7516907,7.4375597,34121,23892,16,,
43.7517093,7.4374963,34121,23892,16,,
43.7517199,7.4374507,34121,23892,16,,
43.7517031,7.4377389,34121,23892,16,Avenue de France,
43.7453008,7.4311566,34120,23894,16,,
43.7452627,7.4311376,34120,23894,16,,
43.7452403,7.4311433,34120,23894,16,,
43.745226,7.4311655,34120,23894,16,,
43.7450912,7.4316271,34120,23894,16,,
43.7427556,7.4304368,34120,23895,16,Ruelle Saint-Jean,
43.7427459,7.4305952,34120,23895,16,,
43.742285,7.4304192,34120,23895,16,Avenue Princesse Grace,
43.7421952,7.430408,34120,23895,16,Avenue Princesse Grace,
43.7419478,7.43038,34120,23895,16,Avenue Princesse Grace,
43.7419056,7.4303704,34120,23895,16,Avenue Princesse Grace,
43.7418673,7.4303517,34120,23895,16,Avenue Princesse Grace,
43.7418415,7.4303277,34120,23895,16,Avenue Princesse Grace,
43.7455581,7.4307503,34120,23894,16,Boulevard du Larvotto,
43.745733,7.4308544,34120,23894,16,,
43.7456824,7.4310033,34120,23894,16,,
43.74543,7.4308061,34120,23894,16,,
43.7454482,7.4308317,34120,23894,16,,
43.745472,7.4308463,34120,23894,16,,
43.7454979,7.430848,34120,23894,16,,
43.7491288,7.4372381,34121,23893,16,Rond-Point du Sporting,
